Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount,Month_Jan,Month_Feb,Month_Mar,Month_Apr,Month_May,Month_Jun,Month_Jul,Month_Aug,Month_Sep,Month_Oct,Month_Nov,Month_Dec
Local365,0,30.26805,-97.7428,2019,11,56.8,38,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,1,30.26458,-97.75716,2015,6,79.1,3,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.25792,-97.73911,2015,11,61.0,81,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.28585,-97.74182,2017,7,86.9,34,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.25866,-97.74848,2018,8,86.6,8,0,0,0,0,0,0,0,1,0,0,0,0
U.T. Student Membership,1,30.25578,-97.73991,2018,8,86.6,5,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,0,30.25627,-97.71013,2017,11,63.9,1,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,1,30.28585,-97.74182,2016,10,73.3,153,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26976,-97.75316,2017,2,63.7,2,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.27363,-97.75168,2020,1,54.8,1,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26709,-97.73933,2016,3,63.5,27,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.264341,-97.740441,2016,9,80.5,162,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.25218,-97.7487,2016,7,86.4,12,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.27633,-97.7412,2016,8,83.0,1,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.26291,-97.75765,2015,11,61.0,48,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.28947,-97.73681,2021,7,80.8,34,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.27633,-97.7412,2017,1,55.4,11,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.26458,-97.75716,2018,10,69.5,2,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.25891,-97.74624,2017,11,63.9,59,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26386,-97.76365,2020,7,86.5,72,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.268999,-97.766563,2018,8,86.6,5,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.25527,-97.71635,2016,6,82.0,7,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.26498,-97.7466,2016,7,86.4,59,0,0,0,0,0,0,1,0,0,0,0,0
Local31,1,30.28947,-97.73681,2021,5,72.4,9,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.26396,-97.73363,2017,10,68.7,27,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.260241,-97.753822,2015,3,58.2,28,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.25527,-97.71635,2020,7,86.5,3,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.26887,-97.72432,2021,4,65.2,7,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,1,30.26871,-97.72795,2016,11,64.6,23,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.24329,-97.72277,2019,11,56.8,19,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.24892,-97.74992,2016,8,83.0,29,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.25116,-97.74908,2015,12,55.2,3,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.27646,-97.7719,2017,2,63.7,34,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26396,-97.73363,2017,6,83.4,27,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.25627,-97.71013,2018,3,64.7,9,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.2642,-97.73294,2016,5,73.5,12,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26498,-97.7466,2017,8,84.4,147,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.24251,-97.71755,2021,8,82.2,24,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.25116,-97.74908,2020,5,76.1,17,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.26235,-97.72452,2021,3,62.4,4,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.26386,-97.76365,2021,2,47.4,3,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26768,-97.74147,2019,7,84.2,2,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.28365,-97.73955,2021,1,52.4,14,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.264299,-97.744202,2020,2,52.5,3,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.264341,-97.740441,2015,10,71.9,5,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.28063,-97.73813,2017,4,70.7,4,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.260241,-97.753822,2018,1,46.6,13,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.25527,-97.71635,2019,5,77.3,1,0,0,0,0,1,0,0,0,0,0,0,0
Weekender,0,30.25891,-97.74624,2017,7,86.9,29,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,0,30.26708,-97.75014,2021,1,52.4,3,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.27631,-97.74476,2018,10,69.5,23,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.25116,-97.74908,2018,4,64.8,8,0,0,0,1,0,0,0,0,0,0,0,0
Local365,0,30.26924,-97.73968,2016,9,80.5,32,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.26993,-97.74212,2018,9,80.4,25,0,0,0,0,0,0,0,0,1,0,0,0
Local31,1,30.28668,-97.7448,2020,9,77.0,36,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,1,30.26386,-97.76365,2021,10,71.4,1,0,0,0,0,0,0,0,0,0,1,0,0
Local30,1,30.27267,-97.74083,2017,9,78.3,3,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,0,30.26686,-97.74945,2021,5,72.4,5,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.24329,-97.72277,2019,5,77.3,3,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.26458,-97.75716,2016,11,64.6,27,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26976,-97.75316,2016,9,80.5,50,0,0,0,0,0,0,0,0,1,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.26924,-97.73968,2014,9,79.4,84,0,0,0,0,0,0,0,0,1,0,0,0
Local30,0,30.26396,-97.73363,2015,2,49.2,2,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.27646,-97.7719,2017,12,50.4,12,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,0,30.24251,-97.71755,2020,11,63.2,9,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,1,30.28382,-97.74196,2015,11,61.0,3,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26458,-97.75716,2016,8,83.0,34,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.27329,-97.73821,2016,11,64.6,16,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.25116,-97.74908,2017,7,86.9,5,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.25866,-97.74848,2016,8,83.0,6,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,1,30.26979,-97.7308,2016,1,49.3,12,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.25891,-97.74624,2019,4,68.2,4,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.2603,-97.71864,2017,11,63.9,6,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,1,30.27947,-97.74479,2021,7,80.8,8,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.26873,-97.74521,2018,1,46.6,23,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.27329,-97.73821,2015,1,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.28382,-97.74196,2017,5,75.5,5,0,0,0,0,1,0,0,0,0,0,0,0
Local31,0,30.25527,-97.71635,2021,8,82.2,2,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,0,30.25116,-97.74908,2017,2,63.7,6,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.27972,-97.74232,2018,7,86.2,20,0,0,0,0,0,0,1,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.26204,-97.76143,2014,7,82.8,202,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.28382,-97.74196,2015,11,61.0,12,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.264299,-97.744202,2015,10,71.9,2,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.26933,-97.74736,2017,5,75.5,36,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26619,-97.743477,2021,5,72.4,10,0,0,0,0,1,0,0,0,0,0,0,0
U.T. Student Membership,0,30.268999,-97.766563,2018,10,69.5,5,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.29058,-97.7429,2020,3,67.5,7,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26933,-97.74736,2015,11,61.0,48,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.24892,-97.74992,2015,6,79.1,17,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.26204,-97.76143,2017,9,78.3,103,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,1,30.2598,-97.72341,2016,6,82.0,60,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,1,30.28947,-97.73681,2021,11,58.4,3,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,1,30.26836,-97.73651,2015,7,83.1,34,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.27267,-97.74083,2019,4,68.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.26993,-97.74212,2016,10,73.3,5,0,0,0,0,0,0,0,0,0,1,0,0
Local365,0,30.25527,-97.71635,2017,2,63.7,8,0,1,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.26619,-97.743477,2018,8,86.6,8,0,0,0,0,0,0,0,1,0,0,0,0
U.T. Student Membership,1,30.26709,-97.73933,2018,6,85.4,7,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.26498,-97.7466,2017,2,63.7,3,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.25866,-97.74848,2015,1,46.0,7,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.25527,-97.71635,2017,11,63.9,31,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.28947,-97.73681,2019,11,56.8,3,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.26768,-97.74147,2017,1,55.4,2,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.24892,-97.74992,2016,5,73.5,2,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.23949,-97.76535,2016,3,63.5,64,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.27631,-97.74476,2018,9,80.4,1,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26458,-97.75716,2021,12,62.7,37,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.26993,-97.74212,2017,11,63.9,7,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.260241,-97.753822,2018,7,86.2,25,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.26719,-97.74695,2015,11,61.0,74,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,0,30.26476,-97.73152,2022,2,46.8,1,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26708,-97.75014,2015,3,58.2,17,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26619,-97.743477,2015,6,79.1,9,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.26836,-97.73651,2018,1,46.6,3,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26476,-97.73152,2020,10,69.6,11,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,0,30.26805,-97.7428,2019,6,82.3,6,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.27486,-97.76484,2019,12,52.6,1,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,0,30.25891,-97.74624,2016,10,73.3,21,0,0,0,0,0,0,0,0,0,1,0,0
24 Hour Walk Up Pass,1,30.28347,-97.73743,2020,11,63.2,3,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.28585,-97.74182,2018,7,86.2,569,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.268999,-97.766563,2017,9,78.3,10,0,0,0,0,0,0,0,0,1,0,0,0
Weekender,1,30.26768,-97.74147,2016,3,63.5,16,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.28668,-97.7448,2020,7,86.5,17,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,1,30.24329,-97.72277,2018,9,80.4,61,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26498,-97.7466,2020,9,77.0,7,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.25627,-97.71013,2017,10,68.7,1,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,0,30.25116,-97.74908,2018,2,55.5,8,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26204,-97.76143,2018,3,64.7,214,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.28382,-97.74196,2020,7,86.5,6,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,1,30.264299,-97.744202,2018,6,85.4,135,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.26498,-97.7466,2019,7,84.2,38,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.26719,-97.74695,2017,6,83.4,9,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.26933,-97.74736,2019,5,77.3,4,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.264341,-97.740441,2019,4,68.2,2,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,1,30.25792,-97.73911,2015,4,69.5,178,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.2425,-97.71722,2020,8,87.0,26,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.26619,-97.743477,2022,2,46.8,5,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26458,-97.75716,2020,4,67.2,8,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.26458,-97.75716,2018,5,79.2,58,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,1,30.26811,-97.74663,2016,5,73.5,34,0,0,0,0,1,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.25218,-97.7487,2014,10,71.5,148,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.26719,-97.74695,2017,6,83.4,7,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.28382,-97.74196,2021,12,62.7,10,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,1,30.28585,-97.74182,2018,4,64.8,9,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.24892,-97.74992,2016,1,49.3,44,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.264299,-97.744202,2019,4,68.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Local30,0,30.28063,-97.73813,2016,6,82.0,19,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.28585,-97.74182,2016,6,82.0,33,0,0,0,0,0,1,0,0,0,0,0,0
Student Membership,0,30.28533,-97.74652,2022,1,47.2,425,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.25866,-97.74848,2019,1,50.1,1,1,0,0,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.264299,-97.744202,2013,12,47.4,36,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,0,30.26011,-97.73829,2015,7,83.1,114,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26386,-97.76365,2019,11,56.8,31,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.27363,-97.75168,2021,9,78.9,18,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.25527,-97.71635,2016,1,49.3,32,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.260241,-97.753822,2015,12,55.2,6,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.264341,-97.740441,2015,9,80.5,7,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.2598,-97.72341,2017,7,86.9,20,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,0,30.26993,-97.74212,2020,10,69.6,2,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26476,-97.73152,2020,2,52.5,3,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.25218,-97.7487,2016,9,80.5,78,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.28347,-97.73743,2020,2,52.5,47,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.25792,-97.73911,2015,4,69.5,2,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.25116,-97.74908,2018,3,64.7,45,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.26441,-97.73051,2015,12,55.2,1,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,0,30.268999,-97.766563,2020,8,87.0,4,0,0,0,0,0,0,0,1,0,0,0,0
U.T. Student Membership,1,30.24329,-97.72277,2020,8,87.0,4,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.26476,-97.73152,2020,3,67.5,1,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.26386,-97.76365,2019,7,84.2,16,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.26873,-97.74521,2016,1,49.3,24,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.29058,-97.7429,2021,2,47.4,67,0,1,0,0,0,0,0,0,0,0,0,0
Local30,1,30.26933,-97.74736,2015,1,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26979,-97.7308,2015,12,55.2,31,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,1,30.28585,-97.74182,2016,6,82.0,11,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.2425,-97.71722,2021,6,80.3,4,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.28585,-97.74182,2018,1,46.6,12,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26686,-97.74945,2017,6,83.4,16,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.27646,-97.7719,2018,1,46.6,19,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.26933,-97.74736,2017,12,50.4,1,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,0,30.28365,-97.73955,2019,9,85.3,3,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,0,30.26204,-97.76143,2018,10,69.5,16,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.26993,-97.74212,2021,2,47.4,2,0,1,0,0,0,0,0,0,0,0,0,0
Local30,1,30.27646,-97.7719,2018,4,64.8,14,0,0,0,1,0,0,0,0,0,0,0,0
Local365,0,30.26873,-97.74521,2016,7,86.4,111,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,0,30.26204,-97.76143,2018,12,52.5,9,0,0,0,0,0,0,0,0,0,0,0,1
U.T. Student Membership,0,30.28533,-97.74652,2021,12,62.7,2,0,0,0,0,0,0,0,0,0,0,0,1
Local30,1,30.28585,-97.74182,2017,9,78.3,11,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.2642,-97.73294,2016,5,73.5,3,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.260241,-97.753822,2016,10,73.3,19,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.26836,-97.73651,2017,4,70.7,75,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26458,-97.75716,2018,4,64.8,30,0,0,0,1,0,0,0,0,0,0,0,0
Student Membership,0,30.26805,-97.7428,2021,7,80.8,11,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.26933,-97.74736,2016,5,73.5,68,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26011,-97.73829,2020,2,52.5,9,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26498,-97.7466,2017,11,63.9,47,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26256,-97.76215,2017,7,86.9,34,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26768,-97.74147,2021,12,62.7,12,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.2598,-97.72341,2017,6,83.4,5,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.26204,-97.76143,2015,1,46.0,30,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26709,-97.73933,2018,7,86.2,3,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.28063,-97.73813,2017,9,78.3,6,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,0,30.26024,-97.77379,2020,7,86.5,1,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.25976,-97.74932,2015,5,74.0,24,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.26924,-97.73968,2015,1,46.0,5,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26993,-97.74212,2017,10,68.7,73,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.25891,-97.74624,2018,12,52.5,9,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,0,30.26708,-97.75014,2018,2,55.5,9,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26024,-97.77379,2020,9,77.0,13,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.25578,-97.73991,2018,4,64.8,37,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,0,30.28585,-97.74182,2017,10,68.7,3,0,0,0,0,0,0,0,0,0,1,0,0
24 Hour Walk Up Pass,1,30.27267,-97.74083,2018,12,52.5,31,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,0,30.27329,-97.73821,2015,9,80.5,34,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,1,30.26924,-97.73968,2017,4,70.7,66,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,0,30.25218,-97.7487,2016,6,82.0,51,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.25578,-97.73991,2019,3,58.6,12,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26011,-97.73829,2017,1,55.4,103,1,0,0,0,0,0,0,0,0,0,0,0
Local31,0,30.26619,-97.743477,2021,7,80.8,31,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,1,30.27363,-97.75168,2019,7,84.2,8,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,1,30.26011,-97.73829,2015,5,74.0,3,0,0,0,0,1,0,0,0,0,0,0,0
U.T. Student Membership,1,30.28382,-97.74196,2022,1,47.2,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26204,-97.76143,2019,2,56.0,4,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26686,-97.74945,2021,6,80.3,79,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.23949,-97.76535,2019,2,56.0,2,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26871,-97.72795,2016,6,82.0,18,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.2642,-97.73294,2015,3,58.2,26,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.264299,-97.744202,2015,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,0,30.28585,-97.74182,2017,7,86.9,25,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.26204,-97.76143,2015,4,69.5,12,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.28347,-97.73743,2020,12,52.4,10,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.24329,-97.72277,2017,6,83.4,7,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.2642,-97.73294,2016,5,73.5,58,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.264299,-97.744202,2018,10,69.5,22,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.26619,-97.743477,2015,2,49.2,1,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26396,-97.73363,2015,9,80.5,74,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,1,30.25218,-97.7487,2018,3,64.7,19,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26924,-97.73968,2014,12,53.3,48,0,0,0,0,0,0,0,0,0,0,0,1
U.T. Student Membership,0,30.24329,-97.72277,2020,11,63.2,2,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,1,30.24329,-97.72277,2018,3,64.7,20,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.28365,-97.73955,2020,9,77.0,1,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.26924,-97.73968,2017,1,55.4,2,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26619,-97.743477,2018,1,46.6,59,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26686,-97.74945,2017,1,55.4,16,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.28382,-97.74196,2020,1,54.8,33,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26256,-97.76215,2016,6,82.0,6,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.27363,-97.75168,2020,4,67.2,2,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.24329,-97.72277,2018,8,86.6,12,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.27329,-97.73821,2017,4,70.7,7,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26768,-97.74147,2018,10,69.5,3,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.26011,-97.73829,2021,4,65.2,10,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.260241,-97.753822,2018,4,64.8,21,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.26768,-97.74147,2016,10,73.3,4,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,0,30.28063,-97.73813,2015,6,79.1,6,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,1,30.26396,-97.73363,2018,11,55.8,2,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.24329,-97.72277,2019,2,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.26011,-97.73829,2020,7,86.5,3,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,0,30.26993,-97.74212,2015,3,58.2,2,0,0,1,0,0,0,0,0,0,0,0,0
